,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
11353,Victor Kohl (Earth-616),Secret Identity,Bad,Blue,Black,Male,,7.0,,,marvel
11354,Chaka (Earth-616),No Dual Identity,Good,,Brown,Male,,6.0,1939-10-01,1939.0,marvel
11355,Lagaro (Earth-616),Secret Identity,Good,Brown,Brown,Male,,6.0,1940-09-01,1940.0,marvel
11356,Spencer Keen (Earth-616),Secret Identity,Good,Blue,Black,Male,,6.0,1940-03-01,1940.0,marvel
11357,Eric Hertz (Earth-616),,Bad,,Black,Male,,6.0,1941-12-01,1941.0,marvel
11358,Pat Murphy (Earth-616),Secret Identity,Good,,,Male,,6.0,1941-11-01,1941.0,marvel
11359,Tuk (Earth-616),Public Identity,Good,Blue,Red,Male,,6.0,1941-03-01,1941.0,marvel
11360,Erwin Rommel (Earth-616),Public Identity,Bad,,Bald,Male,,6.0,1942-07-01,1942.0,marvel
11361,Napoleon Sickles (Earth-616),Public Identity,Neutral,,Black,Male,,6.0,1942-04-01,1942.0,marvel
11362,Joshua Walker (Earth-616),Public Identity,Good,,Black,Male,,6.0,1944-11-01,1944.0,marvel
11363,Mickey Walker (Earth-616),Public Identity,Good,,Blond,Male,,6.0,1944-11-01,1944.0,marvel
11364,Mary Varnheim (Earth-616),Public Identity,Bad,,Red,Female,,6.0,1946-09-01,1946.0,marvel
11365,Ted Banning (Earth-616),No Dual Identity,Good,,Brown,Male,,6.0,1946-09-01,1946.0,marvel
11366,Henry Mortonson (Earth-616),,Bad,Green,Bald,Male,,6.0,1948-05-01,1948.0,marvel
11367,Packrat Pete (Earth-616),Public Identity,Good,,Grey,Male,,6.0,1950-06-01,1950.0,marvel
11368,Grey Eagle (Earth-616),Public Identity,Good,,Black,Male,,6.0,1951-01-01,1951.0,marvel
11369,Red Warrior (Earth-616),Public Identity,Good,,Black,Male,,6.0,1951-01-01,1951.0,marvel
11370,Running Moose (Earth-616),Public Identity,Bad,,Black,Male,,6.0,1951-02-01,1951.0,marvel
11371,Betty Wilson (Earth-616),No Dual Identity,Good,,,Female,,6.0,1954-04-01,1954.0,marvel
11372,Isidoro Scarlotti (Earth-616),Secret Identity,Bad,Brown,Grey,Male,,6.0,1954-03-01,1954.0,marvel
11373,"Jack Spears, Jr. (Earth-616)",Public Identity,Good,,Black,Male,,6.0,1954-10-01,1954.0,marvel
11374,"Jack Spears, Sr. (Earth-616)",Public Identity,Good,,Black,Male,,6.0,1954-10-01,1954.0,marvel
11375,Lo-Zar (Earth-616),,Good,,Blond,Male,,6.0,1954-10-01,1954.0,marvel
11376,Peter (Leopard Girl Ally) (Earth-616),Public Identity,Good,,Brown,Male,,6.0,1954-10-01,1954.0,marvel
11377,Anson Clinton (Earth-616),No Dual Identity,Good,,Grey,Male,,6.0,1956-05-01,1956.0,marvel
11378,Eagle (Matt Slade) (Earth-616),Public Identity,Good,,Grey,Male,,6.0,1956-07-01,1956.0,marvel
11379,Gene Bitner (Earth-616),Public Identity,Neutral,,Bald,Male,,6.0,1956-12-01,1956.0,marvel
11380,Simon Lestron (Earth-616),Public Identity,Neutral,,Brown,Male,,6.0,1956-12-01,1956.0,marvel
11381,Diablo (Monster) (Earth-616),Secret Identity,Bad,,No,Male,,6.0,1960-05-01,1960.0,marvel
11382,Gigantus (Aquatic Monster) (Earth-616),Secret Identity,Bad,,,Male,,6.0,1960-12-01,1960.0,marvel
11383,Kaa (Earth-616),Secret Identity,Bad,,,Male,,6.0,1960-12-01,1960.0,marvel
11384,Elektro (Earth-616),Public Identity,Neutral,Red,No,Male,,6.0,1961-01-01,1961.0,marvel
11385,Tad Carter (Earth-616),No Dual Identity,Neutral,,Brown,Male,,6.0,1962-07-01,1962.0,marvel
11386,Valeria (Fifth Dimension) (Earth-616),,Good,,Black,Female,,6.0,1962-12-01,1962.0,marvel
11387,Basallo (Earth-616),,Neutral,,No,Male,,6.0,1963-10-01,1963.0,marvel
11388,Charlie (Stark Enterprises) (Earth-616),Public Identity,Good,,Brown,Male,,6.0,1963-11-01,1963.0,marvel
11389,Chuck (NYPD) (Earth-616),Public Identity,,,Brown,Male,,6.0,1963-05-01,1963.0,marvel
11390,Gargantus (Alien Robot) (Earth-616),,Bad,,Brown,Male,,6.0,1963-04-01,1963.0,marvel
11391,Mao Tse Tung (Earth-616),,Bad,,Black,Male,,6.0,1963-06-01,1963.0,marvel
11392,Maria Trovaya (Earth-616),Secret Identity,Neutral,Black,Black,Female,,6.0,1963-06-01,1963.0,marvel
11393,Pilai (Earth-616),Public Identity,Bad,,No,Male,,6.0,1963-06-01,1963.0,marvel
11394,Sandu (Earth-616),Secret Identity,Bad,Black,Black,Male,,6.0,1963-04-01,1963.0,marvel
11395,Beasts of Berlin (Earth-616),,Bad,,Brown,,,6.0,1964-10-01,1964.0,marvel
11396,Bert Rose (Earth-616),No Dual Identity,Good,,,Male,,6.0,1964-04-01,1964.0,marvel
11397,Hoggoth (Earth-616),,Good,,No,Male,,6.0,1964-01-01,1964.0,marvel
11398,Lee Guardineer (Earth-616),,Bad,Blue,Black,Male,,6.0,1964-06-01,1964.0,marvel
11399,Werner von Doom (Earth-616),Public Identity,Good,,Brown,Male,,6.0,1964-09-01,1964.0,marvel
11400,Abner Jonas (Earth-616),,Bad,Blue,Brown,Male,,6.0,1965-10-01,1965.0,marvel
11401,Blackie (Earth-616),,Bad,,Brown,Male,,6.0,1965-08-01,1965.0,marvel
11402,Donald Birch (Earth-616),Secret Identity,Bad,Brown,Bald,Male,,6.0,1965-03-01,1965.0,marvel
11403,Prowler (The Cat) (Earth-616),,Bad,Brown,Black,Male,,6.0,1965-11-01,1965.0,marvel
11404,Shazana (Earth-616),,Bad,Green,Green,Female,,6.0,1965-06-01,1965.0,marvel
11405,Adria (Earth-616),Secret Identity,Bad,,Black,Female,,6.0,1966-02-01,1966.0,marvel
11406,Ossilot (Earth-616),Secret Identity,Good,Black,Brown,Male,,6.0,1966-11-01,1966.0,marvel
11407,Pavel Plotnick (Earth-616),Secret Identity,Neutral,Black,Bald,Male,,6.0,1966-06-01,1966.0,marvel
11408,Sally Green (Earth-616),Public Identity,Good,,Brown,Female,,6.0,1966-05-01,1966.0,marvel
11409,Dawn Fury (Earth-616),,,,,Female,,6.0,1967-08-01,1967.0,marvel
11410,Demon Riders (Mogul servants) (Earth-616),,Bad,,,,,6.0,1967-06-01,1967.0,marvel
11411,Forsung (Earth-616),Secret Identity,,,Black,Male,,6.0,1967-08-01,1967.0,marvel
11412,Ixar (Earth-616),Secret Identity,Bad,Blue,White,Male,,6.0,1967-01-01,1967.0,marvel
11413,Jose Santini (Earth-616),Public Identity,,,Black,Male,,6.0,1967-11-01,1967.0,marvel
11414,Nebulos (Earth-616),No Dual Identity,Bad,White,No,Male,,6.0,1967-10-01,1967.0,marvel
11415,Randac (Earth-616),Public Identity,Neutral,Green,Bald,Male,,6.0,1967-11-01,1967.0,marvel
11416,Agent of 1000 Faces (Earth-616),Secret Identity,Bad,,,Male,,6.0,1968-09-01,1968.0,marvel
11417,Bia (Earth-616),No Dual Identity,Bad,,,Male,,6.0,1968-03-01,1968.0,marvel
11418,Yuri Brevlov (Earth-616),,Good,Blue,Blond,Male,,6.0,1968-08-01,1968.0,marvel
11419,Ann Raymond (Earth-616),,Good,,,Female,,6.0,1969-06-01,1969.0,marvel
11420,Lippy Louie (Earth-616),Secret Identity,Bad,Green,No,Male,,6.0,1969-10-01,1969.0,marvel
11421,Napoleon Robberson (Earth-616),Secret Identity,Bad,Green,No,Male,,6.0,1969-10-01,1969.0,marvel
11422,Number Two (Sentinel) (Earth-616),No Dual Identity,Bad,Yellow,No,,,6.0,1969-07-01,1969.0,marvel
11423,Paxton Page (Earth-616),Secret Identity,Bad,Blue,White,Male,,6.0,1969-09-01,1969.0,marvel
11424,Mowfus (Earth-616),Secret Identity,Neutral,Yellow,No,Male,,6.0,1970-04-01,1970.0,marvel
11425,Spiro Agnew (Earth-616),Public Identity,Neutral,,White,Male,,6.0,1970-11-01,1970.0,marvel
11426,Tom Fagan (Earth-616),Public Identity,Good,,Blond,Male,,6.0,1970-12-01,1970.0,marvel
11427,Ducalon (Earth-616),Public Identity,Bad,,,Male,,6.0,1971-06-01,1971.0,marvel
11428,Enaros (Earth-616),Public Identity,Bad,,Black,Male,,6.0,1971-06-01,1971.0,marvel
11429,Holi (Earth-616),,Good,,White,Male,,6.0,1971-06-01,1971.0,marvel
11430,Klaatu (Earth-616),Public Identity,Bad,White,No,,,6.0,1971-02-01,1971.0,marvel
11431,Moli (Earth-616),,Good,,Black,Male,,6.0,1971-06-01,1971.0,marvel
11432,Torla (Earth-616),Public Identity,Good,,White,Male,,6.0,1971-06-01,1971.0,marvel
11433,Tuval (Earth-616),,Bad,,,Male,,6.0,1971-08-01,1971.0,marvel
11434,Visis (Earth-616),,Bad,,Black,Male,,6.0,1971-06-01,1971.0,marvel
11435,Danny Summers (Earth-616),No Dual Identity,Bad,,,Male,,6.0,1972-04-01,1972.0,marvel
11436,Jakar (Earth-616),,Bad,White,Black,Male,,6.0,1972-05-01,1972.0,marvel
11437,Kohbra (Earth-616),,Bad,,,Male,,6.0,1972-05-01,1972.0,marvel
11438,Number One (Secret Empire 2) (Earth-616),Secret Identity,Bad,,,Male,,6.0,1972-11-01,1972.0,marvel
11439,Porcunius (Earth-616),No Dual Identity,Good,,Brown,Male,,6.0,1972-12-01,1972.0,marvel
11440,Amanda Saint (Earth-616),No Dual Identity,Good,,,Female,,6.0,1973-10-01,1973.0,marvel
11441,Carol Landers (Earth-616),Public Identity,Good,,Brown,Female,,6.0,1973-05-01,1973.0,marvel
11442,Dagoth (Earth-616),,,Yellow,No,Male,,6.0,1973-03-01,1973.0,marvel
11443,Gary Dawson (Earth-616),,Bad,,,Male,,6.0,1973-10-01,1973.0,marvel
11444,Herman Frayne (Earth-616),Public Identity,Bad,,,Male,,6.0,1973-05-01,1973.0,marvel
11445,Jakuna Singh (Earth-616),No Dual Identity,Good,,,Male,,6.0,1973-02-01,1973.0,marvel
11446,Victor Conrad (Earth-616),Secret Identity,Bad,Blue,,Male,,6.0,1973-06-01,1973.0,marvel
11447,Baphomet (Earth-616),,Bad,Red,Grey,Male,,6.0,1974-05-01,1974.0,marvel
11448,Owen Wallach (Earth-616),Secret Identity,Bad,,Bald,Male,,6.0,1974-02-01,1974.0,marvel
11449,Ralph Blumkenn (Earth-616),No Dual Identity,Good,,,Male,,6.0,1974-11-01,1974.0,marvel
11450,Vincent Frankenstein (Earth-616),Public Identity,Bad,,Black,Male,,6.0,1974-03-01,1974.0,marvel
11451,Cardinal (ICON) (Earth-616),Secret Identity,Bad,,,Male,,6.0,1975-01-01,1975.0,marvel
11452,Carol Selby (Earth-616),Public Identity,Good,,Brown,Female,,6.0,1975-06-01,1975.0,marvel
11453,Cho Lee (Earth-616),,Bad,,,Male,,6.0,1975-05-01,1975.0,marvel
11454,Dontrell Hamilton (Earth-616),Secret Identity,Bad,Brown,Black,Male,,6.0,1975-12-01,1975.0,marvel
11455,Eric Prawn (Earth-616),Public Identity,Good,,,Male,,6.0,1975-01-01,1975.0,marvel
11456,Maura Spinner (Earth-616),,,,Auburn,Female,,6.0,1975-01-01,1975.0,marvel
11457,Miranda Rand (Earth-616),Secret Identity,Good,,Blond,Female,,6.0,1975-12-01,1975.0,marvel
11458,Pavane (Female) (Earth-616),Secret Identity,Bad,,Blond,Female,,6.0,1975-08-01,1975.0,marvel
11459,Richard Fenster (Earth-616),No Dual Identity,Good,,,Male,,6.0,1975-10-01,1975.0,marvel
11460,Thelius (Earth-616),Secret Identity,Bad,Blue,Blond,Male,,6.0,1975-11-01,1975.0,marvel
11461,Veronica von Frankenstein (Earth-616),Public Identity,Good,,Black,Female,,6.0,1975-05-01,1975.0,marvel
11462,Abner Doolittle (Earth-616),Secret Identity,Neutral,,Brown,Male,,6.0,1976-09-01,1976.0,marvel
11463,Achmed El Gib\u00e1r (Earth-616),Secret Identity,Neutral,,White,Male,,6.0,1976-12-01,1976.0,marvel
11464,Anpu (Earth-616),Public Identity,Neutral,,,Male,,6.0,1976-08-01,1976.0,marvel
11465,Argyle Fist (Earth-616),No Dual Identity,Good,Blue,Grey,Male,,6.0,1976-03-01,1976.0,marvel
11466,Cotton Mather (Earth-616),,Bad,,Grey,Male,,6.0,1976-01-01,1976.0,marvel
11467,Elisabeth Wilford (Earth-616),Public Identity,Good,,Auburn,Female,,6.0,1976-04-01,1976.0,marvel
11468,Hector Ruiz (Earth-616),Secret Identity,Bad,Brown,Black,Male,,6.0,1976-11-01,1976.0,marvel
11469,Johann Goldstein (Earth-616),,,,Grey,Male,,6.0,1976-12-01,1976.0,marvel
11470,Meredith Quill (Earth-616),No Dual Identity,Good,Brown,Brown,Female,,6.0,1976-01-01,1976.0,marvel
11471,Snaykar (Earth-616),Public Identity,Bad,Black,Grey,Male,,6.0,1976-04-01,1976.0,marvel
11472,William Taurey (Earth-616),No Dual Identity,Bad,,Grey,Male,,6.0,1976-02-01,1976.0,marvel
11473,Zorr (Luphomoid) (Earth-616),Public Identity,Bad,White,,Male,,6.0,1976-09-01,1976.0,marvel
11474,Abdul Faoul (Earth-616),Secret Identity,,,Black,Male,,6.0,1977-12-01,1977.0,marvel
11475,Aginar (Earth-616),Secret Identity,,Grey,Black,Male,,6.0,1977-05-01,1977.0,marvel
11476,Apalla (Earth-616),Secret Identity,,,Red,Female,,6.0,1977-04-01,1977.0,marvel
11477,Aries (LMD) (Earth-616),Secret Identity,Bad,,,Male,,6.0,1977-07-01,1977.0,marvel
11478,Dafydd ap Rhys (Earth-616),Secret Identity,Bad,,,Male,,6.0,1977-09-01,1977.0,marvel
11479,Dominic Dunsinane (Earth-616),Secret Identity,Bad,,Black,Male,,6.0,1977-08-01,1977.0,marvel
11480,Gemini (LMD) (Earth-616),Secret Identity,Bad,,,Male,,6.0,1977-07-01,1977.0,marvel
11481,Jacob Goldstein (Earth-616),Secret Identity,,,,Male,,6.0,1977-01-01,1977.0,marvel
11482,Jared Kurtz (Earth-616),Public Identity,Bad,,Blond,Male,,6.0,1977-02-01,1977.0,marvel
11483,Ramses (Earth-616),,,Black,Black,Male,,6.0,1977-03-01,1977.0,marvel
11484,Salia Petrie (Earth-616),Public Identity,,,Brown,Female,,6.0,1977-03-01,1977.0,marvel
11485,Amos Jardine (Earth-616),Public Identity,Neutral,Black,White,Male,,6.0,1978-04-01,1978.0,marvel
11486,Buck Richlen (Earth-616),No Dual Identity,Bad,,Blond,Male,,6.0,1978-12-01,1978.0,marvel
11487,Frederick Kiber (Earth-616),Secret Identity,Bad,Brown,Bald,Male,,6.0,1978-09-01,1978.0,marvel
11488,Joey Burnett (Earth-616),Public Identity,Good,,Brown,Male,,6.0,1978-07-01,1978.0,marvel
11489,John Cheever (Earth-616),,Neutral,,,Male,,6.0,1978-09-01,1978.0,marvel
11490,Lee Switzler (Earth-616),No Dual Identity,,,,Male,,6.0,1978-01-01,1978.0,marvel
11491,Nygorn (Earth-616),,,,,Male,,6.0,1978-09-01,1978.0,marvel
11492,Osinga Rplss (Earth-616),Secret Identity,,Variable,No,Male,,6.0,1978-01-01,1978.0,marvel
11493,Water Witch (Earth-616),Secret Identity,Bad,,Grey,Female,,6.0,1978-12-01,1978.0,marvel
11494,Zacharaiah Seavey (Earth-616),Secret Identity,Bad,Variable,No,Male,,6.0,1978-01-01,1978.0,marvel
11495,Zorba (Earth-616),Public Identity,,,Brown,Male,,6.0,1978-09-01,1978.0,marvel
11496,Achilles (Greek Legend) (Earth-616),No Dual Identity,,,Blond,Male,,6.0,1979-11-01,1979.0,marvel
11497,Alexander van Tilburg (Earth-616),No Dual Identity,Neutral,Blue,Light,Male,,6.0,1979-11-01,1979.0,marvel
11498,Alexander Walsh (Earth-616),No Dual Identity,,,Blond,Male,,6.0,1979-12-01,1979.0,marvel
11499,Doctor Scarabeus (Earth-616),Secret Identity,Bad,Brown,Bald,Male,,6.0,1979-06-01,1979.0,marvel
11500,John Gamelin (Earth-616),Public Identity,,,White,Male,,6.0,1979-11-01,1979.0,marvel
11501,Lydia Hardy (Earth-616),,,,Grey,Female,,6.0,1979-08-01,1979.0,marvel
11502,Thomas Bowman (Earth-616),Public Identity,Good,,Brown,Male,,6.0,1979-09-01,1979.0,marvel
11503,Toro Rojo (Earth-616),,,,,Male,,6.0,1979-12-01,1979.0,marvel
11504,Xar (Earth-616),,,,,Male,,6.0,1979-03-01,1979.0,marvel
11505,Aeroika (Earth-616),,,,Gold,Male,,6.0,1980-01-01,1980.0,marvel
11506,Angeline Morrow (Earth-616),,Good,,Blond,Female,,6.0,1980-03-01,1980.0,marvel
11507,Archie Stryker (Earth-616),Public Identity,Good,Blue,Black,Male,,6.0,1980-01-01,1980.0,marvel
11508,Edward Lavender (Earth-616),,Good,,Black,Male,,6.0,1980-03-01,1980.0,marvel
11509,Hubert Fusser (Earth-616),Secret Identity,,Brown,Black,Male,,6.0,1980-09-01,1980.0,marvel
11510,Lorrie Melton (Earth-616),,,,Brown,Female,,6.0,1980-09-01,1980.0,marvel
11511,Margrace (Earth-616),,,,,Male,,6.0,1980-11-01,1980.0,marvel
11512,Quetzalcoatl (Earth-616),Secret Identity,,Brown,Black,Male,,6.0,1980-10-01,1980.0,marvel
11513,Stephan Szardos (Earth-616),Public Identity,,,Black,Male,,6.0,1980-11-01,1980.0,marvel
11514,Tako Shamara (Earth-616),Secret Identity,,Brown,Black,Male,,6.0,1980-03-01,1980.0,marvel
11515,Tezcatlipoca (Earth-616),Public Identity,Neutral,Brown,Black,Male,,6.0,1980-10-01,1980.0,marvel
11516,Thomas Wilkins (Earth-616),Secret Identity,Bad,Brown,Grey,Male,,6.0,1980-07-01,1980.0,marvel
11517,Ultima Wordman (Earth-616),Public Identity,Bad,Blue,Blond,Female,,6.0,1980-10-01,1980.0,marvel
11518,Wilbur Garvin (Earth-616),Public Identity,Good,,Bald,Male,,6.0,1980-06-01,1980.0,marvel
11519,Edward Ferbel (Earth-616),,Neutral,Blue,Blond,Male,,6.0,1981-09-01,1981.0,marvel
11520,Haunch (Earth-616),,,,,,,6.0,1981-09-01,1981.0,marvel
11521,Hugo Natchios (Earth-616),Public Identity,,,Black,Male,,6.0,1981-01-01,1981.0,marvel
11522,Ikonn (Earth-616),Secret Identity,Neutral,,No,Male,,6.0,1981-06-01,1981.0,marvel
11523,Margaret Thatcher (Earth-616),Public Identity,,,,Female,,6.0,1981-10-01,1981.0,marvel
11524,Mentus (Earth-616),Secret Identity,Bad,,,Male,,6.0,1981-07-01,1981.0,marvel
11525,Randall Croft (Earth-616),,Bad,,,Male,,6.0,1981-04-01,1981.0,marvel
11526,Balor (Earth-616),,,Blue,Red,Male,,6.0,1982-11-01,1982.0,marvel
11527,Barnabus Kinloch (Earth-616),Secret Identity,Bad,,Blue,Male,,6.0,1982-10-01,1982.0,marvel
11528,Bartak (Earth-616),,Bad,,,Male,,6.0,1982-04-01,1982.0,marvel
11529,Nicholas Brown (Earth-616),No Dual Identity,Neutral,Brown,Grey,Male,,6.0,1982-10-01,1982.0,marvel
11530,Zaniac (Earth-616),Secret Identity,Bad,Brown,Green,Male,,6.0,1982-05-01,1982.0,marvel
11531,Deborah Summers (Earth-616),Secret Identity,Good,,Brown,Female,,6.0,1983-11-01,1983.0,marvel
11532,Kathryn Twoyoungmen (Earth-616),Public Identity,Neutral,,Black,Female,,6.0,1983-12-01,1983.0,marvel
11533,Lucius Aquilla (Earth-616),Secret Identity,Neutral,Black,Black,Male,,6.0,1983-11-01,1983.0,marvel
11534,Philip Summers (Earth-616),Secret Identity,Good,,Brown,Male,,6.0,1983-11-01,1983.0,marvel
11535,Plor (Earth-616),Public Identity,Good,,,Male,,6.0,1983-10-01,1983.0,marvel
11536,Raak (Earth-616),Public Identity,Bad,,,Male,,6.0,1983-10-01,1983.0,marvel
11537,Ramsey McNeil (Earth-616),,Good,,Brown,Male,,6.0,1983-12-01,1983.0,marvel
11538,Roberta Rhodes (Earth-616),Public Identity,Good,Black,White,Female,,6.0,1983-08-01,1983.0,marvel
11539,Saturnine (Earth-616),No Dual Identity,Bad,White,No,Male,,6.0,1983-01-01,1983.0,marvel
11540,Alexander Flynn (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,6.0,1984-12-01,1984.0,marvel
11541,Carlos Cassada (Earth-616),,,Brown,Black,Male,,6.0,1984-02-01,1984.0,marvel
11542,Carlton Sanders (Earth-616),Secret Identity,Bad,,Brown,Male,,6.0,1984-02-01,1984.0,marvel
11543,David Letterman (Earth-616),No Dual Identity,Good,,Brown,Male,,6.0,1984-01-01,1984.0,marvel
11544,General Skul (Earth-616),No Dual Identity,,Green,Black,Male,,6.0,1984-09-01,1984.0,marvel
11545,Gormuu (Earth-616),,Bad,Yellow,No,Male,,6.0,1984-10-01,1984.0,marvel
11546,Jenna Taylor (Earth-616),Public Identity,,,Black,Female,,6.0,1984-09-01,1984.0,marvel
11547,Puffball Collective,,,,,,,6.0,1984-11-01,1984.0,marvel
11548,Wendy Thorton (Earth-616),,,,Brown,Female,,6.0,1984-06-01,1984.0,marvel
11549,Wormwood (Dark Elf) (Earth-616),,Bad,,Brown,Male,,6.0,1984-09-01,1984.0,marvel
11550,Ahqlau (Earth-616),No Dual Identity,,Green,Red,Female,,6.0,1985-11-01,1985.0,marvel
11551,Arngrim (Asgardian) (Earth-616),,Good,,,Male,,6.0,1985-02-01,1985.0,marvel
11552,Ernest Popchik (Earth-616),Public Identity,Good,Blue,Bald,Male,,6.0,1985-10-01,1985.0,marvel
11553,Ivich Williamson (Earth-616),Secret Identity,,,Auburn,Female,,6.0,1985-02-01,1985.0,marvel
11554,Levan (Earth-616),,Bad,,,Male,,6.0,1985-05-01,1985.0,marvel
11555,Predator (Earth-616),Secret Identity,Bad,Red,Green,Male,,6.0,1985-07-01,1985.0,marvel
11556,Shagreen (Earth-5311),Public Identity,Bad,Red,No,Male,,6.0,1985-11-01,1985.0,marvel
11557,Whiteface (Earth-616),,Good,,,,,6.0,1985-05-01,1985.0,marvel
11558,Yrik Whitemane (Earth-616),,Good,Pink,Black,Male,,6.0,1985-11-01,1985.0,marvel
11559,Banca Rech (Earth-616),Public Identity,,White,Black,Female,,6.0,1986-09-01,1986.0,marvel
11560,Brian Xavier (Earth-616),Public Identity,Neutral,,Blond,Male,,6.0,1986-03-01,1986.0,marvel
11561,Donald McGill (Earth-616),Public Identity,Bad,Blue,Grey,Male,,6.0,1986-02-01,1986.0,marvel
11562,Grand Thane (Asgard) (Earth-616),,Good,,White,Male,,6.0,1986-02-01,1986.0,marvel
11563,Mike Albergo (Earth-616),,Good,,Black,Male,,6.0,1986-12-01,1986.0,marvel
11564,Silver Death (Earth-616),Secret Identity,Bad,Black,,Male,,6.0,1986-02-01,1986.0,marvel
11565,David Hilbert (Earth-616),Public Identity,Bad,,Blond,Male,,6.0,1987-02-01,1987.0,marvel
11566,Douglas Rockwell (Earth-616),,Bad,,White,Male,,6.0,1987-07-01,1987.0,marvel
11567,Grundroth (Earth-616),Public Identity,Bad,,Bald,Male,,6.0,1987-01-01,1987.0,marvel
11568,Herb Bannion (Earth-616),Secret Identity,Bad,,,Male,,6.0,1987-01-01,1987.0,marvel
11569,James Madrox (Mutate Duplicate) (Earth-616),Secret Identity,Good,Green,Brown,Male,,6.0,1987-05-01,1987.0,marvel
11570,Larry Carpenter (Earth-616),Public Identity,Neutral,,Brown,Male,,6.0,1987-01-01,1987.0,marvel
11571,Louis Frohike (Earth-616),,Good,,Brown,Male,,6.0,1987-11-01,1987.0,marvel
11572,Senator Boynton (Earth-616),Public Identity,,,White,Male,,6.0,1987-02-01,1987.0,marvel
11573,Thomas Samuels (Earth-616),Known to Authorities Identity,Good,Green,White,Male,,6.0,1987-04-01,1987.0,marvel
11574,Tom Privetire (Earth-616),No Dual Identity,Neutral,,Brown,Male,,6.0,1987-07-01,1987.0,marvel
11575,Demon (Marea) (Earth-616),,,,Black,Female,,6.0,1988-09-01,1988.0,marvel
11576,Michael Ditillio (Earth-616),,Neutral,,,Male,,6.0,1988-09-01,1988.0,marvel
11577,Muramasa (Earth-616),Public Identity,Bad,Brown,Black,Male,,6.0,1988-11-01,1988.0,marvel
11578,Quill (Resistants) (Earth-616),Public Identity,,Brown,Black,Male,,6.0,1988-07-01,1988.0,marvel
11579,Roy Fortune (Earth-616),,Good,,,Male,,6.0,1988-01-01,1988.0,marvel
11580,Zxaxz (Earth-616),,Bad,Red,No,Male,,6.0,1988-01-01,1988.0,marvel
11581,Anton Pretorius (Earth-616),No Dual Identity,Bad,,,Male,,6.0,1989-05-01,1989.0,marvel
11582,Billy Bird (Earth-616),Secret Identity,Bad,,Black,Male,,6.0,1989-11-01,1989.0,marvel
11583,Brian Winslow (Earth-616),,,,,Male,,6.0,1989-06-01,1989.0,marvel
11584,Burt Corrigan (Earth-616),Public Identity,Good,Brown,Black,Male,,6.0,1989-09-01,1989.0,marvel
11585,Conscience (Earth-616),Secret Identity,Bad,White,No,Male,,6.0,1989-05-01,1989.0,marvel
11586,Dykon (Earth-616),,,,Grey,Male,,6.0,1989-09-01,1989.0,marvel
11587,Guns Gummy (Earth-616),Secret Identity,Bad,,Yellow,Male,,6.0,1989-11-01,1989.0,marvel
11588,Jaime Ortiz (Earth-616),,Bad,,Black,Male,,6.0,1989-09-01,1989.0,marvel
11589,Pamela Douglas (Earth-616),Secret Identity,Good,,,Female,,6.0,1989-03-01,1989.0,marvel
11590,Rask (Earth-616),Public Identity,,,Red,Male,,6.0,1989-08-01,1989.0,marvel
11591,Rooster Cockburn (Earth-616),Secret Identity,Bad,,,Male,,6.0,1989-11-01,1989.0,marvel
11592,Sister Salvation (Earth-616),Secret Identity,,,,Female,,6.0,1989-12-01,1989.0,marvel
11593,Southpaw (Loonies) (Earth-616),Secret Identity,Bad,,Red,Male,,6.0,1989-11-01,1989.0,marvel
11594,Tailgunner (Earth-616),Secret Identity,Bad,,,Male,,6.0,1989-12-01,1989.0,marvel
11595,The Ham (Earth-616),Secret Identity,Bad,,,Male,,6.0,1989-11-01,1989.0,marvel
11596,Tristram Micawber (Earth-616),Public Identity,Bad,,Bald,Male,,6.0,1989-09-01,1989.0,marvel
11597,Zharkah (Earth-616),No Dual Identity,,Black,Black,Female,,6.0,1989-08-01,1989.0,marvel
11598,Asylum (Psionex) (Earth-616),Secret Identity,Bad,Black,Black,Female,,6.0,1990-10-01,1990.0,marvel
